initial-population,population,time,gini-mean,gini-variance
200,131,810,0.492755505,3.04E-08
200,124,724,0.460498352,3.05E-08
200,118,786,0.500062686,3.04E-08
200,125,738,0.463889436,3.05E-08
200,129,830,0.508720403,3.05E-08
200,120,739,0.431350074,3.05E-08
200,128,827,0.526665818,3.04E-08
200,129,701,0.49103511,3.05E-08
200,122,758,0.49850234,3.04E-08
200,116,780,0.491172824,3.05E-08
200,132,772,0.480500958,3.04E-08
200,116,846,0.540445808,3.05E-08
200,128,811,0.527468447,3.04E-08
200,115,697,0.44808259,3.05E-08
200,118,726,0.474780991,3.05E-08
200,125,870,0.537266825,3.04E-08
200,127,785,0.505317924,3.04E-08
250,162,832,0.514002397,3.05E-08
250,156,761,0.477190177,3.04E-08
250,162,804,0.505110691,3.04E-08
250,171,842,0.496461042,3.04E-08
250,158,781,0.481970405,3.05E-08
250,157,710,0.463837217,3.04E-08
250,163,812,0.499779137,3.04E-08
250,162,786,0.471801633,3.04E-08
250,150,775,0.493340516,3.05E-08
250,159,892,0.542846324,3.04E-08
250,151,894,0.54226248,3.04E-08
250,147,892,0.537787355,3.04E-08
250,156,767,0.508741599,3.04E-08
250,165,909,0.541942542,3.05E-08
250,153,839,0.51665467,3.04E-08
250,162,906,0.532316661,3.04E-08
250,149,897,0.540472718,3.04E-08
250,167,836,0.515375824,3.04E-08
250,161,781,0.474033887,3.04E-08
250,168,761,0.452180688,3.04E-08
250,150,858,0.517332213,3.04E-08
250,150,810,0.502980964,3.05E-08
250,160,786,0.466675457,3.05E-08
250,149,853,0.521292611,3.05E-08
250,169,856,0.513791679,3.04E-08
250,154,802,0.485556336,3.05E-08
250,172,821,0.5046186,3.05E-08
250,157,825,0.507370896,3.04E-08
250,150,811,0.512868494,3.05E-08
250,163,738,0.482845294,3.04E-08
250,158,739,0.491423476,3.05E-08
250,162,844,0.517643824,3.04E-08
250,172,858,0.519655483,3.04E-08
250,162,775,0.465431812,3.04E-08
250,157,797,0.48682905,3.04E-08
250,148,871,0.497474251,3.05E-08
250,157,884,0.535024325,3.05E-08
250,158,748,0.492549752,3.04E-08
250,157,756,0.475185432,3.05E-08
250,156,705,0.438752445,3.05E-08
250,168,885,0.526619663,3.04E-08
250,163,958,0.545970775,3.04E-08
250,158,821,0.54636155,3.04E-08
250,157,783,0.506601798,3.04E-08
250,152,790,0.468834671,3.04E-08
250,168,941,0.536154807,3.05E-08
250,154,896,0.527120535,3.04E-08
250,162,797,0.491784752,3.04E-08
250,173,859,0.524981122,3.04E-08
250,153,792,0.521224129,3.04E-08
250,153,882,0.530938949,3.04E-08
250,151,816,0.522301071,3.04E-08
250,154,831,0.515788249,3.05E-08
250,173,806,0.481224482,3.04E-08
250,156,796,0.499747004,3.04E-08
250,166,790,0.479379508,3.04E-08
250,156,851,0.498910546,3.05E-08
250,151,749,0.478321241,3.05E-08
250,158,808,0.517252701,3.04E-08
250,175,811,0.508389663,3.05E-08
250,166,792,0.509109482,3.04E-08
250,157,757,0.48412979,3.05E-08
250,163,827,0.508579453,3.05E-08
250,173,816,0.47238072,3.04E-08
250,155,730,0.461964936,3.05E-08
250,161,830,0.50086605,3.05E-08
250,168,833,0.539689442,3.04E-08
250,161,896,0.555429751,3.05E-08
250,160,784,0.494936873,3.04E-08
250,153,887,0.551530238,3.04E-08
250,170,792,0.488189691,3.05E-08
250,162,729,0.468533242,3.04E-08
250,158,745,0.459300259,3.05E-08
250,180,780,0.483316268,3.04E-08
250,160,745,0.477190348,3.05E-08
250,168,845,0.509338918,3.05E-08
250,155,753,0.472147304,3.04E-08
250,162,767,0.474345781,3.04E-08
250,147,803,0.472332234,3.04E-08
250,160,880,0.534210846,3.04E-08
250,157,817,0.511357876,3.05E-08
250,163,708,0.460665767,3.04E-08
250,161,801,0.498939249,3.04E-08
250,163,870,0.505764767,3.04E-08
250,160,661,0.423287954,3.05E-08
250,159,777,0.484744706,3.04E-08
250,157,813,0.489551046,3.04E-08
250,177,746,0.45787749,3.05E-08
250,162,710,0.466935816,3.05E-08
250,171,802,0.514123041,3.04E-08
250,155,708,0.44134331,3.04E-08
250,166,822,0.522385378,3.04E-08
250,164,763,0.477349372,3.04E-08
250,146,732,0.454944721,3.05E-08
250,170,849,0.52399154,3.04E-08
250,149,775,0.500059422,3.04E-08
250,163,813,0.495749198,3.05E-08
250,149,936,0.538693228,3.04E-08
250,156,841,0.516835998,3.05E-08
250,173,855,0.50961547,3.04E-08
300,196,775,0.474328696,3.05E-08
300,197,789,0.520537928,3.04E-08
300,187,779,0.489051017,3.05E-08
300,194,843,0.534522894,3.04E-08
300,184,835,0.523014079,3.04E-08
300,182,840,0.544051142,3.05E-08
300,200,838,0.497896912,3.04E-08
300,200,781,0.481187089,3.04E-08
300,192,849,0.510562542,3.04E-08
300,192,815,0.483128707,3.05E-08
300,193,879,0.546120331,3.04E-08
300,193,928,0.547889282,3.05E-08
300,195,818,0.494326928,3.05E-08
300,191,734,0.472546754,3.05E-08
300,188,788,0.513357052,3.04E-08
300,171,802,0.529627744,3.04E-08
300,193,787,0.509656008,3.04E-08
300,178,800,0.507954551,3.04E-08
300,189,869,0.549820658,3.04E-08
300,181,806,0.532064051,3.04E-08
300,198,886,0.549191707,3.04E-08
300,191,831,0.537280388,3.04E-08
300,195,792,0.495996272,3.05E-08
300,178,821,0.505797436,3.04E-08
300,204,855,0.519127505,3.05E-08
300,188,837,0.518384057,3.04E-08
300,179,872,0.549016114,3.04E-08
300,193,901,0.565369254,3.04E-08
300,183,840,0.495145128,3.04E-08
300,195,792,0.502420645,3.04E-08
300,188,897,0.535204014,3.05E-08
300,186,899,0.548099932,3.04E-08
300,197,847,0.527843004,3.05E-08
300,184,784,0.494605505,3.05E-08
300,196,867,0.535361797,3.04E-08
300,187,881,0.518805466,3.04E-08
300,186,885,0.561890593,3.04E-08
300,185,811,0.524083113,3.04E-08
300,181,874,0.522582589,3.04E-08
300,188,866,0.508326733,3.05E-08
300,190,831,0.522114839,3.04E-08
300,193,817,0.503085858,3.04E-08
300,191,751,0.466034933,3.04E-08
300,183,851,0.529211744,3.04E-08
300,188,804,0.486229668,3.04E-08
300,188,787,0.497716898,3.04E-08
300,178,867,0.529753509,3.05E-08
300,196,808,0.506847849,3.05E-08
300,188,834,0.529167429,3.04E-08
300,185,851,0.53847252,3.04E-08
300,192,867,0.534278553,3.04E-08
300,181,796,0.502588195,3.04E-08
300,187,732,0.472973124,3.04E-08
300,186,793,0.524598087,3.05E-08
300,191,836,0.499573043,3.04E-08
300,187,848,0.504912231,3.05E-08
300,171,781,0.492473845,3.05E-08
300,181,855,0.521981025,3.05E-08
300,203,803,0.522412398,3.04E-08
300,192,900,0.533540741,3.05E-08
300,184,849,0.51180651,3.04E-08
300,202,851,0.500429884,3.04E-08
300,196,800,0.50384736,3.05E-08
300,202,871,0.5280107,3.04E-08
300,196,834,0.520614882,3.05E-08
300,189,815,0.544964247,3.04E-08
300,210,811,0.501393648,3.04E-08
300,182,746,0.483181809,3.04E-08
300,193,754,0.478266547,3.05E-08
300,181,766,0.473235474,3.04E-08
300,193,853,0.528232354,3.04E-08
300,180,839,0.509538639,3.04E-08
300,190,786,0.483422344,3.04E-08
300,178,879,0.544809945,3.05E-08
300,194,803,0.483928132,3.04E-08
300,183,817,0.516237177,3.05E-08
300,168,809,0.51836481,3.04E-08
300,192,791,0.528759084,3.05E-08
300,185,762,0.484790366,3.04E-08
300,182,750,0.483376573,3.03E-08
300,186,798,0.506832354,3.04E-08
300,195,846,0.524158496,3.05E-08
300,190,811,0.502523029,3.04E-08
300,195,794,0.496727183,3.04E-08
300,171,819,0.513135934,3.04E-08
300,188,829,0.543525836,3.05E-08
300,211,853,0.494326943,3.05E-08
300,214,893,0.546087026,3.04E-08
300,198,841,0.533337313,3.05E-08
300,188,884,0.56038498,3.05E-08
300,194,809,0.522364892,3.05E-08
300,175,823,0.514627207,3.04E-08
300,191,776,0.483635934,3.04E-08
300,187,815,0.540271387,3.04E-08
300,181,788,0.490766126,3.04E-08
300,197,823,0.513221947,3.04E-08
300,194,866,0.556387559,3.04E-08
300,205,790,0.506814772,3.04E-08
300,198,819,0.496134859,3.04E-08
300,200,887,0.548159457,3.05E-08
350,221,777,0.491982819,3.04E-08
350,221,810,0.505684469,3.05E-08
350,223,831,0.501436,3.04E-08
350,223,767,0.483167825,3.04E-08
350,221,798,0.485598446,3.05E-08
350,202,945,0.58006886,3.04E-08
350,224,850,0.515565865,3.04E-08
350,222,769,0.477546966,3.04E-08
350,221,810,0.522604954,3.04E-08
350,238,763,0.481177629,3.05E-08
350,220,745,0.4861165,3.05E-08
350,223,786,0.480185093,3.05E-08
350,219,810,0.507826654,3.05E-08
350,217,782,0.490881226,3.05E-08
350,204,782,0.500290554,3.04E-08
350,222,851,0.531378787,3.04E-08
350,214,864,0.526310786,3.04E-08
350,215,746,0.473373472,3.05E-08
350,215,819,0.509621383,3.05E-08
350,215,746,0.479845836,3.05E-08
350,227,764,0.469889494,3.04E-08
350,207,832,0.518019711,3.04E-08
350,236,832,0.518269666,3.04E-08
350,219,882,0.542041088,3.04E-08
350,227,803,0.489737106,3.05E-08
350,228,800,0.500551269,3.05E-08
350,224,801,0.491414645,3.04E-08
350,215,776,0.510572674,3.04E-08
350,224,843,0.502115485,3.04E-08
350,222,840,0.520819644,3.04E-08
350,206,826,0.525945492,3.04E-08
350,219,825,0.501358982,3.04E-08
350,227,829,0.505190178,3.05E-08
350,226,810,0.499490768,3.04E-08
350,219,744,0.482903329,3.05E-08
350,212,852,0.538305421,3.04E-08
350,231,797,0.491250448,3.04E-08
350,221,810,0.508558169,3.04E-08
350,229,722,0.463036022,3.05E-08
350,238,789,0.505918893,3.05E-08
350,221,882,0.542278773,3.05E-08
350,214,780,0.484976585,3.04E-08
350,204,847,0.485618678,3.05E-08
350,205,785,0.499630426,3.05E-08
350,217,785,0.5187375,3.05E-08
350,225,824,0.511742514,3.05E-08
350,218,838,0.495728315,3.04E-08
350,223,953,0.572947905,3.05E-08
350,236,795,0.488728556,3.05E-08
350,242,799,0.492328343,3.04E-08
350,230,856,0.540237954,3.04E-08
350,215,776,0.48523077,3.04E-08
350,229,821,0.511412232,3.04E-08
350,213,829,0.50394319,3.04E-08
350,218,831,0.513935726,3.05E-08
350,214,783,0.503100074,3.04E-08
350,228,726,0.468874307,3.05E-08
350,226,803,0.486121273,3.04E-08
350,213,921,0.568051045,3.05E-08
350,208,774,0.506972363,3.05E-08
350,218,889,0.51907587,3.05E-08
350,233,823,0.52549949,3.05E-08
350,230,762,0.485565634,3.04E-08
350,217,770,0.458873318,3.04E-08
350,211,847,0.515890786,3.04E-08
350,224,880,0.5175663,3.04E-08
350,222,812,0.493841487,3.05E-08
350,229,846,0.529068114,3.04E-08
350,228,860,0.529521468,3.05E-08
350,218,823,0.516406685,3.04E-08
350,210,785,0.492439525,3.04E-08
350,220,757,0.480998709,3.05E-08
350,232,844,0.51140688,3.04E-08
350,222,781,0.466804093,3.05E-08
350,223,861,0.518956508,3.04E-08
350,214,819,0.509324899,3.04E-08
350,216,809,0.490376566,3.05E-08
350,220,820,0.486205981,3.04E-08
350,211,895,0.549521902,3.05E-08
350,231,792,0.519998169,3.04E-08
350,208,771,0.497551681,3.05E-08
350,226,752,0.472923004,3.05E-08
350,226,802,0.498891229,3.04E-08
350,218,767,0.462711584,3.04E-08
350,223,822,0.527820027,3.04E-08
350,216,901,0.524644853,3.05E-08
350,218,804,0.500445942,3.04E-08
350,225,816,0.501336493,3.04E-08
350,220,846,0.52533894,3.05E-08
350,226,773,0.50367396,3.05E-08
350,212,859,0.519296862,3.04E-08
350,221,799,0.494765255,3.04E-08
350,235,850,0.511787117,3.04E-08
350,231,853,0.534768916,3.04E-08
350,225,839,0.502556106,3.04E-08
350,203,743,0.483413032,3.05E-08
350,214,853,0.528482497,3.05E-08
350,225,749,0.47195187,3.05E-08
350,219,777,0.504703798,3.05E-08
350,228,795,0.501791785,3.04E-08
400,261,779,0.482005417,3.04E-08
400,252,774,0.495969708,3.05E-08
400,248,868,0.535500175,3.04E-08
400,243,854,0.532802742,3.04E-08
400,252,843,0.520346038,3.04E-08
400,246,834,0.525056645,3.04E-08
400,255,914,0.550672926,3.04E-08
400,247,847,0.503112777,3.04E-08
400,251,762,0.473710603,3.04E-08
400,258,814,0.48798581,3.05E-08
400,252,824,0.539061887,3.04E-08
400,244,833,0.495278938,3.05E-08
400,265,837,0.522810932,3.04E-08
400,257,830,0.500536599,3.05E-08
400,255,859,0.51951869,3.05E-08
400,270,802,0.523278305,3.04E-08
400,246,765,0.47387327,3.05E-08
400,247,816,0.507916038,3.04E-08
400,259,761,0.485640191,3.04E-08
400,243,855,0.520109023,3.05E-08
400,241,812,0.504080079,3.04E-08
400,249,760,0.47657268,3.05E-08
400,246,825,0.533118677,3.05E-08
400,255,787,0.509302396,3.05E-08
400,246,853,0.52846975,3.05E-08
400,249,795,0.502404306,3.04E-08
400,259,889,0.547994971,3.05E-08
400,251,842,0.523547081,3.05E-08
400,269,784,0.486690703,3.04E-08
400,237,831,0.513731827,3.04E-08
400,230,733,0.479447837,3.04E-08
400,249,784,0.488904296,3.05E-08
400,261,835,0.504757046,3.04E-08
400,234,773,0.480154645,3.04E-08
400,248,753,0.468491189,3.04E-08
400,238,855,0.527416552,3.04E-08
400,237,916,0.566096485,3.05E-08
400,252,815,0.513539843,3.04E-08
400,250,767,0.479374854,3.04E-08
400,236,869,0.543460649,3.05E-08
400,262,909,0.55904817,3.04E-08
400,252,826,0.508304652,3.04E-08
400,265,786,0.502987109,3.05E-08
400,258,878,0.546360928,3.05E-08
400,251,814,0.514222479,3.04E-08
400,252,813,0.541054641,3.04E-08
400,251,772,0.483022552,3.05E-08
400,250,836,0.493937268,3.05E-08
400,246,818,0.485140167,3.04E-08
400,255,755,0.479560653,3.04E-08
400,241,797,0.480844641,3.04E-08
400,263,817,0.51478053,3.04E-08
400,237,822,0.492661365,3.04E-08
400,258,842,0.510116059,3.04E-08
400,259,834,0.542604165,3.05E-08
400,253,737,0.483456627,3.04E-08
400,254,808,0.515628659,3.04E-08
400,247,765,0.487302836,3.04E-08
400,250,717,0.457755113,3.05E-08
400,255,816,0.501304577,3.04E-08
400,256,822,0.513912631,3.05E-08
400,249,860,0.528988136,3.04E-08
400,254,812,0.493585933,3.04E-08
400,269,819,0.527926462,3.04E-08
400,260,822,0.521715973,3.05E-08
400,268,836,0.496812634,3.04E-08
400,254,773,0.469826314,3.04E-08
400,252,811,0.491862103,3.05E-08
400,251,823,0.511280074,3.04E-08
400,245,790,0.475612868,3.04E-08
400,249,782,0.49449988,3.05E-08
400,250,830,0.503457085,3.05E-08
400,249,808,0.512789428,3.05E-08
400,262,814,0.498729258,3.04E-08
400,254,903,0.568928876,3.04E-08
400,244,839,0.527171318,3.05E-08
400,268,777,0.48798967,3.04E-08
400,250,859,0.530055966,3.05E-08
400,237,798,0.494956665,3.04E-08
400,225,804,0.520100919,3.04E-08
400,241,910,0.562593497,3.04E-08
400,261,845,0.501850328,3.04E-08
400,246,699,0.445928197,3.05E-08
400,256,857,0.503980115,3.05E-08
400,271,832,0.52165488,3.04E-08
400,256,887,0.522165483,3.05E-08
400,256,873,0.514213384,3.04E-08
400,252,792,0.498477676,3.05E-08
400,238,779,0.49794577,3.04E-08
400,258,846,0.52292641,3.05E-08
400,257,833,0.545430333,3.05E-08
400,262,792,0.481076061,3.04E-08
400,248,802,0.497882118,3.04E-08
400,255,819,0.510044749,3.04E-08
400,265,770,0.488535234,3.04E-08
400,249,830,0.484929164,3.05E-08
400,237,784,0.495969024,3.05E-08
400,257,887,0.533729485,3.04E-08
400,255,816,0.498261425,3.04E-08
400,274,850,0.512525721,3.04E-08
450,279,764,0.483482167,3.04E-08
450,292,819,0.502955788,3.05E-08
450,295,755,0.494556694,3.05E-08
450,276,814,0.502033825,3.04E-08
450,300,797,0.495253055,3.05E-08
450,278,781,0.492642794,3.04E-08
450,272,802,0.492027799,3.04E-08
450,287,902,0.537812915,3.05E-08
450,280,791,0.504270557,3.05E-08
450,276,739,0.479048327,3.04E-08
450,276,886,0.553478272,3.05E-08
450,299,854,0.521871681,3.05E-08
450,282,855,0.507255636,3.04E-08
450,273,830,0.501938686,3.05E-08
450,283,887,0.559458212,3.04E-08
450,279,870,0.525774161,3.05E-08
450,290,835,0.50542729,3.05E-08
450,289,785,0.49902232,3.04E-08
450,293,790,0.491538585,3.05E-08
450,267,800,0.507471658,3.04E-08
450,288,792,0.484965028,3.04E-08
450,280,827,0.51352222,3.05E-08
450,290,865,0.516685984,3.04E-08
450,290,826,0.518629012,3.05E-08
450,295,873,0.524497096,3.04E-08
450,288,813,0.499741223,3.04E-08
450,273,733,0.478544002,3.04E-08
450,295,801,0.492851291,3.04E-08
450,285,842,0.527435029,3.04E-08
450,279,770,0.505224643,3.04E-08
450,270,844,0.506659585,3.04E-08
450,273,811,0.508025509,3.05E-08
450,277,814,0.511563571,3.04E-08
450,302,846,0.513748644,3.05E-08
